date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2019-06-18,23.4,15.8,30.3,0,,123.1,13.7,35.2,1017.2,
2019-06-19,24,16.9,30.6,0,,147.3,11.7,27.8,1010.2,
2019-06-20,22.2,17.6,26.3,0.2,,258.9,11.2,33.3,1009.3,
2019-06-21,19.5,16.8,23,0,,304.1,11.7,33.3,1015.9,
2019-06-22,19.9,14.1,25.2,0,,44.8,12.6,38.9,1021.3,
2019-06-23,21.4,14.2,27.9,0,,65.1,14.4,33.3,1022.1,
2019-06-24,22.9,15,30,0,,88,13,33.3,1023.7,
2019-06-25,25.9,16.9,34,0,,123.9,13.8,33.3,1021.8,
2019-06-26,27.8,20,34.6,0,,247.8,15.3,46.3,1019.2,
2019-06-27,19.9,16,23.4,0,,309.6,19,44.5,1022.9,
2019-06-28,18.7,14,23.4,0,,317.6,12,27.8,1023.6,
2019-06-29,22,13.1,29.6,0,,283.8,8.4,24.1,1020.8,
2019-06-30,26.9,16.1,36.6,0,,212.3,14.4,42.6,1012.7,
2019-07-01,22.5,18.4,26.2,0,,287.8,17.4,50,1013.6,
2019-07-02,17.7,14.2,21,0,,294.5,19.7,53.7,1018.1,
2019-07-03,15,10.1,18.8,0,,297.4,15,38.9,1021.7,
2019-07-04,15.6,9.6,20.5,0,,286,14.8,38.9,1021.5,
2019-07-05,17,14.7,19.4,2.9,,281.5,15.7,40.8,1014.5,
2019-07-06,17.5,14,20.7,9.2,,265.7,13.2,37,1009.6,
2019-07-07,15.2,11.5,18.3,0.7,,288.2,18.3,46.3,1009.7,
2019-07-08,13.8,9.8,17.3,1.5,,282.6,15.9,38.9,1014.4,
2019-07-09,14.2,10.6,17.3,0,,291.8,14.7,35.2,1016.4,
2019-07-10,15.7,10.5,20.6,0,,299.9,15.3,37,1016.7,
2019-07-11,17.3,10.7,22.5,0,,292.7,8.3,24.1,1013.5,
2019-07-12,16.9,15.2,19.3,18.8,,275.7,6.6,16.7,1010.1,
2019-07-13,18.4,14.6,22.2,2.5,,329.4,10.4,31.5,1011.1,
2019-07-14,17.8,14.6,21.2,0,,319.4,12.3,29.6,1015.4,
2019-07-15,16.9,14.7,20,0,,292.1,11.8,27.8,1015.9,
2019-07-16,15.9,13.1,19.3,0,,279.6,15.8,37,1014,
2019-07-17,17.4,12.3,22.2,0,,301,11.4,27.8,1014,
2019-07-18,19.6,12.7,25.8,0,,103.8,8,20.4,1012.5,
2019-07-19,19.8,15.8,23.4,0,,233.5,10.5,29.6,1012.7,
2019-07-20,22.3,14.9,29.1,1.2,,181.2,10,29.6,1013.7,
2019-07-21,21.6,17.9,25.8,0,,275.6,14.1,38.9,1016.4,
2019-07-22,19.3,14.8,23,2.8,,289,9.4,27.8,1022.3,
2019-07-23,22.8,16.7,29.2,0.4,,302.4,11.7,29.6,1020.7,
2019-07-24,24.8,16.4,32.5,0,,63.1,8.2,24.1,1018.1,
2019-07-25,26,18.1,33.1,0,,69.4,11.4,33.3,1017.5,
2019-07-26,25,19.1,30.6,0,,63.3,15.7,38.9,1014.2,
2019-07-27,23.5,18.5,28.2,0,,79.4,18,40.8,1007.6,
2019-07-28,24.3,19.3,29.5,0,,88.1,14.7,33.3,1002.3,
2019-07-29,25.4,21.4,29.8,3.4,,355.3,9,27.8,1006.4,
2019-07-30,23,20.4,26.8,0,,306.5,13.1,33.3,1010.2,
2019-07-31,20.3,17.5,23.3,11.3,,322.3,8.4,25.9,1013.9,
2019-08-01,19,15.7,22.8,1.4,,304.9,7.9,25.9,1016.2,
2019-08-02,19.1,14.7,23.6,5.6,,55.3,6.4,22.2,1014.6,
2019-08-03,19,15.4,23.4,2.8,,1.7,7.6,24.1,1014,
2019-08-04,18.9,14.4,23.5,0,,297.4,10.1,29.6,1015.1,
2019-08-05,19.4,13.8,24.2,2.6,,199.4,8.2,24.1,1012.1,
2019-08-06,21,16.6,26.4,3.3,,242.6,10.3,31.5,1009.3,
2019-08-07,19.4,16,22.7,4,,229,9.6,27.8,1007,
2019-08-08,19.9,15,24.8,0,,263.1,13.6,40.8,1009.3,
2019-08-09,20.8,14,27,0,,231.5,8.6,24.1,1011.6,
2019-08-10,22.6,19,26.7,11.9,,220,15.1,42.6,1009.6,
2019-08-11,21.7,16,27.3,0,,231.2,12.5,37,1014.5,
2019-08-12,20,17,23.8,0.8,,283.2,10.8,29.6,1013.8,
2019-08-13,17.6,14.3,21,0,,262.4,13.6,44.5,1014.6,
2019-08-14,15.9,11.6,20.8,0,,267.2,11.4,33.3,1016.8,
2019-08-15,16.3,10.7,21,1.4,,186.3,13,35.2,1012.9,
2019-08-16,17.9,14.6,22.2,0,,257.7,11.9,31.5,1014.3,
2019-08-17,18.7,13.3,24.8,0,,182.4,14.3,37,1011.2,
2019-08-18,20.1,16.9,24.5,7.1,,208,14.6,37,1007.3,
2019-08-19,19.1,15.3,23.6,0,,261.9,10.9,33.3,1014.1,
2019-08-20,18,12.3,23.4,0,,252.9,7.5,25.9,1020.7,
2019-08-21,17.8,14.2,22.5,0,,308.4,10.1,29.6,1026.4,
2019-08-22,18.8,11.1,26.6,0,,127.8,9.5,25.9,1027.1,
2019-08-23,20.5,13.1,28.3,0,,135,9.6,24.1,1025.9,
2019-08-24,21.8,14,29.6,0,,97.4,12.7,33.3,1023.7,
2019-08-25,24.1,18.3,31.2,0,,100.7,15,33.3,1020.8,
2019-08-26,24.1,18.2,30.3,0,,99.9,11.5,27.8,1020.1,
2019-08-27,24.7,19.7,31.5,0.7,,114.9,11.9,35.2,1017.9,
2019-08-28,24.3,19.6,31.2,0,,161.6,9.7,29.6,1014.9,
2019-08-29,23.4,18.8,29.1,0.9,,261.9,9.8,27.8,1016.2,
2019-08-30,22.8,18.9,28.2,0.1,,15.2,6.5,22.2,1021.5,
2019-08-31,25.5,19.1,33.1,0,,127.4,12.5,33.3,1016.4,
2019-09-01,23.1,18.5,28.2,0,,253.8,14.5,42.6,1010,
2019-09-02,17,13.5,20.4,0,,301.4,13.8,35.2,1019.4,
2019-09-03,15.7,10.6,20.6,0,,245.9,11.4,35.2,1021.7,
2019-09-04,18.4,12.8,25.3,0,,215.2,12,37,1016.5,
2019-09-05,16.9,13.6,20.1,0.3,,269.9,16.1,51.8,1014,
2019-09-06,14.2,9.4,20.1,0,,244.3,11.4,31.5,1022.3,
2019-09-07,14,8.8,19.6,0.6,,168.4,7.9,20.4,1018.3,
2019-09-08,14.8,10.7,19.7,0,,7.7,6.3,18.5,1017.4,
2019-09-09,13.1,12,13.9,19.4,,352.6,12.5,35.2,1012.2,
2019-09-10,14.6,12.2,18.2,2.7,,261.9,19.7,50,1014,
2019-09-11,15.4,9.2,21.9,0,,212.6,12.4,33.3,1021.1,
2019-09-12,16.7,13.8,21.3,0.2,,238.2,12.4,33.3,1024.9,
2019-09-13,16.6,12.6,19.7,0,,271.9,14.4,40.8,1027.8,
2019-09-14,13,8.6,18.2,0,,290.9,8.9,22.2,1032.7,
2019-09-15,15.2,7.7,22.5,0,,234.1,15,44.5,1021.5,
2019-09-16,13.8,11.3,15.8,0,,287.7,13.8,33.3,1018.3,
2019-09-17,11.4,9.7,13.8,2.2,,276.6,20.6,59.3,1014.6,
2019-09-18,10.8,7.2,15.1,0,,292.7,20.5,51.8,1020.1,
2019-09-19,10.6,7.1,15,0,,297.9,14,33.3,1026,
2019-09-20,10.3,6.1,15.1,0,,278.5,10.7,27.8,1027.7,
2019-09-21,13.5,8.5,20.4,0,,221.9,8.7,20.4,1023.1,
2019-09-22,14.9,8.2,23.4,0,,124.9,13.3,33.3,1015.1,
2019-09-23,15.5,9.8,22.1,0,,107.9,12.5,31.5,1013.2,
2019-09-24,15.1,12.5,18.7,0,,177.5,7.2,18.5,1012.8,
2019-09-25,14.1,12.3,16.4,5.7,,176.4,7.6,18.5,1006.6,
2019-09-26,15.2,11.2,20.1,0.1,,213.1,9.1,22.2,1010.1,
2019-09-27,15,13.3,16.9,11.3,,197.6,12,27.8,1009.6,
2019-09-28,14.2,11.6,17.2,0.5,,219.2,14.6,37,1010.5,
2019-09-29,14.1,12.7,15.7,5.7,,209,18.1,38.9,1004.6,
2019-09-30,14.2,12.5,15,12.1,,259.9,26.4,72.2,998.3,
2019-10-01,13.4,11.1,16.3,7.1,,223.4,15.7,40.8,1002.2,
2019-10-02,10.9,7.7,14,6.9,,305.4,13.1,31.5,1004,
2019-10-03,9.2,7.5,12.1,2.3,,284.4,15.9,40.8,1011.7,
2019-10-04,8.2,5.7,11.4,7.9,,143.3,9.8,25.9,1010.8,
2019-10-05,8.6,6.5,10.6,11.5,,46.9,16.8,40.8,1012.1,
2019-10-06,6.9,4,11.4,0,,82.3,10.2,27.8,1020.9,
2019-10-07,5.9,1.7,11.5,0,,51.7,7.2,20.4,1020,
2019-10-08,8.1,3.2,11.7,5.8,,197.5,15.2,33.3,1008.6,
2019-10-09,12.2,10.1,15.6,1.4,,228.5,15.1,35.2,1006.4,
2019-10-10,11.4,9.8,14.1,2.6,,244.8,16.7,38.9,1008.7,
2019-10-11,12.2,9.2,15.5,0.8,,216.4,20,46.3,1012.5,
2019-10-12,15.7,13.1,20,0,,222,18.5,44.5,1009.6,
2019-10-13,17.8,13.7,23,0,,197.1,14.4,33.3,1011.9,
2019-10-14,17.5,14.9,21.6,0,,199.6,12.1,31.5,1013.6,
2019-10-15,15.9,12.1,21.8,0,,127.3,10.9,25.9,1008,
2019-10-16,12.3,10.7,13.3,8.6,,225.7,15,44.5,1007.8,
2019-10-17,13.1,10.4,16.8,0.3,,195.5,13.5,31.5,1012.3,
2019-10-18,14.6,11.7,18.9,2.4,,190.9,14.1,35.2,1010.2,
2019-10-19,12.6,10,15.6,0,,176.2,14.2,31.5,1010.4,
2019-10-20,13.9,10.8,18.6,0,,151.1,10.5,24.1,1010.5,
2019-10-21,14,11.3,18,0,,160.1,7.5,20.4,1016,
2019-10-22,13.1,10,17.1,0,,263.2,7.9,18.5,1022.9,
2019-10-23,11.8,7.8,16.5,0,,95.9,9.3,25.9,1020.4,
2019-10-24,13.4,11.2,17.8,0,,140.4,11.7,25.9,1010.9,
2019-10-25,13.2,10.5,17.7,0,,226.3,12.8,33.3,1017.3,
2019-10-26,14,10.3,18.6,0,,203.7,18,38.9,1016.1,
2019-10-27,11.5,6.9,13.3,1.8,,249.7,16.9,37,1015,
2019-10-28,8,5.5,11.5,0,,264.7,14.7,37,1019.8,
2019-10-29,6.1,3,8.9,0,,324.3,10.5,22.2,1024.1,
2019-10-30,3.2,-0.1,8.1,0,,71.4,6.1,14.8,1030.4,
2019-10-31,1.5,-1.9,6.6,0,,123.3,7.9,16.7,1027.5,
2019-11-01,2.7,-2,6.9,2.7,,141.2,15.1,37,1014.7,
2019-11-02,9.7,6.1,12.6,3.6,,182.5,16.1,31.5,994.8,
2019-11-03,11.1,9.3,13.3,3.9,,159,13.3,27.8,990.6,
2019-11-04,9.7,8.6,11.5,5.2,,190,9.3,22.2,990.1,
2019-11-05,8.5,7.5,10.1,1.3,,239.1,11,25.9,995.5,
2019-11-06,7.4,6.7,8.5,3.5,,250.2,9.9,24.1,1000,
2019-11-07,7.2,5.4,9.3,0,,166.5,10.4,24.1,1004,
2019-11-08,6.9,4.7,9.6,2,,101.7,10.7,25.9,1007.3,
2019-11-09,7,5.1,7.7,4.4,,295.2,11.9,27.8,1006.4,
2019-11-10,4.4,1.6,8.3,0,,218.9,6.8,16.7,1013.5,
2019-11-11,3.1,1.2,6.5,0,,162.9,12.5,29.6,1011.9,
2019-11-12,4.1,1.8,7.1,0.1,,172.5,13.4,31.5,1006.1,
2019-11-13,4.4,3.1,6.6,0,,175.2,10.1,24.1,1003.3,
2019-11-14,4.2,1.9,7.9,0,,144.9,13.1,35.2,1008.6,
2019-11-15,6.4,3.2,9,0,,97.1,21.1,46.3,1006.2,
2019-11-16,6.9,3.1,8.6,1.7,,172.7,13.8,37,1006.7,
2019-11-17,5,2.1,8.4,2.4,,92.3,14.4,35.2,1012.3,
2019-11-18,8.1,5.4,10.3,2,,149.7,15.1,33.3,1006.4,
2019-11-19,6,4.5,9,1.3,,192.6,15.7,42.6,1015.2,
2019-11-20,5.1,4.4,5.8,3.4,,351.8,6.1,14.8,1018.7,
2019-11-21,7.3,5.8,8.3,4.9,,82,10.4,22.2,1012.4,
2019-11-22,8.1,7.2,9.5,0.9,,136.7,11,27.8,1010.7,
2019-11-23,7.6,6.4,9.3,0,,102.2,19.2,37,1008.5,
2019-11-24,5.5,4,8,0,,90.9,15.6,35.2,1010.2,
2019-11-25,4.2,2.6,5.6,0,,102.4,11.4,24.1,1012.1,
2019-11-26,5.6,4.2,7,0.3,,164.7,10.4,22.2,1008,
2019-11-27,6.8,5.1,8.3,2.1,,157.5,15.1,31.5,998.4,
2019-11-28,9.5,7.5,11.9,2.6,,204.5,21.8,46.3,991.8,
2019-11-29,6.8,2.7,9.4,1.7,,277.6,22.7,55.5,1001.4,
2019-11-30,2.1,-0.4,4.2,0,,270,12.9,33.3,1019.7,
2019-12-01,1.9,1.1,3.2,0,,241.4,6.7,16.7,1022,
2019-12-02,2.4,0.9,3.7,0.7,,280.2,15.5,37,1019.8,
2019-12-03,2.6,-0.1,4.8,0.1,,254.7,11.4,27.8,1025.6,
2019-12-04,4.5,1.2,6.5,0,,226.8,11.9,27.8,1023.3,
2019-12-05,1.5,-0.4,4.5,0,,201.1,11.8,25.9,1019.7,
2019-12-06,2.5,-0.1,4.9,5.8,,210.9,20,40.8,1010.4,
2019-12-07,7.1,4.9,8.5,4.8,,246.4,22.6,50,1005.9,
2019-12-08,8.5,7.3,9.7,1.2,,224,22.4,51.8,1002.9,
2019-12-09,7.5,6,9.4,1.3,,228.3,18.1,38.9,999.1,
2019-12-10,3.5,0.9,5.7,0.1,,262.2,15.9,40.8,1019,
2019-12-11,1.9,0.2,4.3,0.1,,177.7,16.8,35.2,1012.1,
2019-12-12,2.6,1.6,3.8,2.1,,193.3,12.9,25.9,1002.5,
2019-12-13,1.4,0,3.1,0,,130.1,16.5,35.2,987,
2019-12-14,3.3,1.1,4.7,6.6,,207.9,15.4,42.6,988.1,
2019-12-15,5.5,3.4,8.2,2,,218.6,19.5,44.5,1000,
2019-12-16,5.9,3.3,8.3,1.7,,186.5,13.4,31.5,1008.9,
2019-12-17,8.4,6.1,11.3,0,,176.3,13.8,29.6,1006.4,
2019-12-18,8.2,4.4,9.7,0,,225.8,13.1,33.3,1014.6,
2019-12-19,6.2,3.9,9.3,0,,129.5,14.2,29.6,1016.8,
